,review,sentiment
2648,awesomeREAD MORE,5
2649,very goodREAD MORE,4
2650,I got damaged products used rubbish right earbud not workingREAD MORE,1
2651,Good productREAD MORE,4
2652,Sound is very good...... Download to the App One the phoy Base booster ....that's sound quality  goodREAD MORE,5
2653,One side not working after 3 weeks of using...READ MORE,1
2654,Good .... Worth in buyingREAD MORE,5
2655,Must buy product if you love musicREAD MORE,5
2656,Very good productREAD MORE,5
2657,Big lenthREAD MORE,4
2658,not a badeREAD MORE,3
2659,Worth for price and sound quality awesome and made for youthREAD MORE,3
2660,Very bad kolaty not good products waste for manyREAD MORE,1
2661,Sound quality is awesome but battery backup is very lessREAD MORE,4
2662,"Nice product. Good battery backup, although bass quality is okay okay type . Overall good productREAD MORE",5
2663,NiceREAD MORE,5
2664,SuperbREAD MORE,5
2665,No battery backup at allREAD MORE,1
2666,Amazing battery life and bass quality you should surely buy this productREAD MORE,5
2667,GoodREAD MORE,4
2668,Very good productsREAD MORE,4
2669,Extremely Nice Headphones. super clarity . value for moneyREAD MORE,5
2670,SuperREAD MORE,3
2671,Super......READ MORE,4
2672,nice amazing product i am very thankfull to flipcart for there workREAD MORE,5
2673,Good quality of sound and it's good product but this product you can buy in offer @1000rs .READ MORE,5
2674,It stopped working in July. 10 months is its life span.READ MORE,1
2675,Sound quality is so much good i love it supperb battery back up is also good.READ MORE,4
2676,"No charge backup . Due to lockdown ,I was unable to arrange return on time . Total waste of moneyREAD MORE",1
2677,I didn't get charging cable nor any extra earbuds.READ MORE,1
2678,AppreciateREAD MORE,5
2679,GoodREAD MORE,5
2680,Good productREAD MORE,5
2681,Left speaker is not workingREAD MORE,2
2682,"using from last 7 month, working superb, Bluetooth connectivity also very good. valve for moneyREAD MORE",5
2683,Nice sound quality 👌 .READ MORE,5
2684,FineREAD MORE,5
2685,Bass very worst please increase in your Bass Quality..!READ MORE,3
2686,Very very badREAD MORE,1
2687,it is very good productREAD MORE,5
2688,This is  good product and worth of the money I will refered to others .READ MORE,5
2689,This product  very poor & coresca  seller cheated me very poorREAD MORE,2
2690,GoodREAD MORE,5
2691,SuperREAD MORE,5
2692,Battery not good and not exact showREAD MORE,1
2693,Everything is just perfect accept noise cancellation during phone calls.READ MORE,5
2694,Customer support is excellentREAD MORE,5
2695,GoodREAD MORE,5
2696,Nice qualityREAD MORE,5
2697,I'm reviewing this product after using 3monthsNow I have 2problem in this headset1.I can't make phone call using this headset....For whom i called he can't hear my voice...2.sometimes it's not charging properlyREAD MORE,2
2698,product is very good but data cable is not working.plz helpREAD MORE,5
2699,only one side speaker/earbud ws working.. i jst return it back on the same day.. flipcart has sent worst productREAD MORE,1
2700,NiceREAD MORE,4
2701,Battery back up very lessREAD MORE,3
2702,Waste item quantity is very low don't waste moneyREAD MORE,1
2703,Quality is goodREAD MORE,5
2704,It's ok but not satisfied.READ MORE,2
2705,I use this product since 7-8 days....It was amazing...READ MORE,4
2706,Price increased as lockdown startsREAD MORE,4
2707,Best noise cancellation headset. Go for it.READ MORE,5
2708,Very poor and bad quality. I'm buying after 20 days not workingREAD MORE,1
2709,Way too bad quality item.READ MORE,1
2710,"Poor quality material used inside, good for 6 month useREAD MORE",2
2711,It's good product for music and sound. But I'll not recommend this for Gaming due to latency issue.READ MORE,3
2712,Waste...READ MORE,1
2713,Everything will not disappoint you other than battery backup. I have purchased in 999/- and in this price this is good as compared other blooth neck band headphones.READ MORE,4
2714,"This what I was searching, osmREAD MORE",5
2715,NiceREAD MORE,5
2716,NiceREAD MORE,3
2717,very good product nice soundREAD MORE,5
2718,It good 👍👍READ MORE,5
2719,Best but battery backup not goodREAD MORE,5
2720,"I exchanged this earphone 2 times within warranty period, and both time it took one month, rest of the things were good, and as the warranty periods ended again one side ear stops working and stops  taking charges, all three times same problem.READ MORE",2
2721,easy to use. Good sound. price is lessREAD MORE,5
2722,Bettry back are poorREAD MORE,2
2723,AwesomeREAD MORE,5
2724,headphone damaged before 6 monthsREAD MORE,1
2725,Bluetooth range problemREAD MORE,3
2726,OsmREAD MORE,5
2727,Nic sounds.READ MORE,5
2728,I am very happy about this product superb sound quality 8/10 bass 10/10 battery backup 6 hoursREAD MORE,5
2729,Very good productREAD MORE,5
2730,Best ProductsREAD MORE,5
2731,NiceREAD MORE,5
2732,Good productREAD MORE,5
2733,Rock onREAD MORE,4
2734,so much humming sound during call.. unable to listen what second person what to say.... don't buy it...READ MORE,1
2735,Best in this rangeREAD MORE,5
2736,Nice productREAD MORE,5
2737,One side headset is not working. Don't purchase it. Waste of moneyREAD MORE,3
2738,goodREAD MORE,3
2739,Nice 👌READ MORE,5
2740,"After using two months, battery back up became very less,  and one side ear bud not working.READ MORE",2
2741,Its very best productREAD MORE,5
2742,Superb quality...READ MORE,5
2743,Good n useful productREAD MORE,5
2744,I got dis product and used for 9 months now it's stopped working battery backup is not good don't buy dis product. N its under warranty we are unable to claim it.READ MORE,1
2745,the overall sound quality is quite satisfactoryI totally love the colour + the battery backupit does not take much time to get charged. the voice assistance is a plus point - alerts you about low battery and incoming callsREAD MORE,4
2746,GoodREAD MORE,5
2747,Brilliant by function but it may have different colorREAD MORE,5
2748,Quality is not so good....READ MORE,3
2749,GdREAD MORE,5
2750,Good Sound quality but not good for gamingREAD MORE,4
2751,It's very good condition love itREAD MORE,5
2752,Thnk u flipkart... Go for it... It's really vry nice..READ MORE,5
2753,GoodREAD MORE,5
2754,Very nice productREAD MORE,5
2755,#Best in the market in this price range..Best build quality ✌️✌️Best sound quality ✌️😋READ MORE,5
2756,In driving not working properly. Lite weight so it was nit dit in nect. Not suit for ios / siri not working. Voice commands also not working.READ MORE,2
2757,Nice colour visible anywhere and build quality is nice too....overall nice productREAD MORE,5
2758,Not badREAD MORE,4
2759,GoodREAD MORE,3
2760,NiceREAD MORE,5
2761,Awesome productREAD MORE,5
2762,Good productREAD MORE,5
2763,"Good headset, value for money. More performance with equalizer.READ MORE",5
2764,GoodREAD MORE,5
2765,GoodREAD MORE,4
2766,superrrrrREAD MORE,5
2767,Very bad.. it is not working properly if i just keep mobile in poket also it dosen't work  properly.. waste of money pls dont buy.. instead purchase in shop so you can check n purchaseREAD MORE,1
2768,They are good but could be better for that priceREAD MORE,5
2769,GoodREAD MORE,5
2770,"A good handy bluetooth headset, but not preferable for bass lover, Battery backup is appreciable.But max. backup 5.5 hours, for daily uses.Worth for money..READ MORE",4
2771,Awesome product ...READ MORE,5
2772,AwesomeREAD MORE,5
2773,Head ache moreREAD MORE,5
2774,"Excellent Bass and clear sound. Even if the full volume is turned up, we can't hear the sound outside headset. Bluetooth works upto 60 ft without distraction. Not tested beyond itREAD MORE",5
2775,"Good product, nice bass ,sound quality also good ,battery backup little bit need to be improved. But overall very good product I'm satisfied.READ MORE",4
2776,superREAD MORE,4
2777,Sound quality is great for this price range. I bought it for 999. But the boat logo is fading within a month use. Battery backup is okay.READ MORE,4
2778,Nice n satisfaction with boatREAD MORE,5
2779,Must buyREAD MORE,5
2780,Battery back up is really very poor as per its claim.sometimes even after full charge battery drains very quickly even with in 1hr sometimes it runs upto 2 hr.One more thing is that it claims around 10meter connectivity but even at 3 to 4 meter distance it disconnect most of the times and sound distorted.READ MORE,1
2781,Nice productREAD MORE,5
2782,Very nice headphone 😍READ MORE,5
2783,Very good product.READ MORE,5
2784,Very good from boatREAD MORE,4
2785,Good item and amazing sound quality giving nice backupREAD MORE,4
2786,the sound is fine. Battery is an issue. it turns of on 3rd warning of low battery which is very soon after 1st and 2nd warning. means it gives you 2 mins before it turns off.READ MORE,4
2787,not good...READ MORE,5
2788,AverageREAD MORE,3
2789,BestREAD MORE,4
2790,Awesome headsetREAD MORE,4
2791,Not badREAD MORE,4
2792,Nice productREAD MORE,5
2793,NiceREAD MORE,5
2794,Good quality sound but the problem is with the large wire feels uncomfortableREAD MORE,4
2795,Just worked for 2 monthsREAD MORE,3
2796,One of the ear bud stopped working within 6 monthsREAD MORE,3
2797,Overall product is very good but sometimes on side of speaker stops workingREAD MORE,4
2798,"The device having very best sound quality and bass, but this have not best build quality. It damage in one side within 2 months.READ MORE",5
2799,The item is broken..i really disappointedREAD MORE,1
2800,After 8 months one side right speaker not working  how it's resolve? Pls resolve it.READ MORE,2
2801,After 3-4 month sound not working properlyREAD MORE,3
2802,It's a amazing product. Sound quality is outstanding and also battery.READ MORE,3
2803,Useless product.Poor bulid quality.After 8 months usage. It's right side ear bud is not working.Now can't claim it's warranty. Very Bad customer service.READ MORE,1
2804,Not that goodREAD MORE,3
2805,Best product.....but less battery capacityREAD MORE,4
2806,Super quality but battery quality low 4 hours backup charging time 2h:30m price= 964 rupayeREAD MORE,5
2807,GoodREAD MORE,3
2808,"Everything is good about the earphone. The design and the quality.... But it doesn't last long. 7 months in and one side stopped working, another 20 days another side stopped working. They are amazing for the budget but what's the point when the don't last even for a year? I have been taking care of it well but it just gave up one day. Ear phones are something that doesn't remain the same once serviced.Also the ear support keeps falling off. I lost it twice and you don't get provided with ...READ MORE",2
2809,Nyc qltyREAD MORE,4
2810,WowREAD MORE,5
2811,Use after sometime it's range will decreasedREAD MORE,2
2812,Not stuck in ear properREAD MORE,1
2813,THE BLUETOOTH CONNECTIVITY IS GOODBASS IS NOT AVAILABLETREBLE IS SUCH BETTERBUILD QUALITY IS GOOD BUT HEADPHONES CORD IS TOO Long....READ MORE,4
2814,Good productREAD MORE,4
2815,SuperREAD MORE,5
2816,ExcellentREAD MORE,4
2817,GoodREAD MORE,5
2818,Perfect product for 899READ MORE,5
2819,Good product sound quality is excellentREAD MORE,5
2820,Like itREAD MORE,4
2821,OsmREAD MORE,5
2822,"Value for money,bought for 1000 rupees,READ MORE",4
2823,Average airbudaREAD MORE,3
2824,Left side speaker was not working within one month its poor qualityREAD MORE,1
2825,Very good earphones but the price is little highREAD MORE,5
2826,NiceREAD MORE,5
2827,OkayREAD MORE,4
2828,Its very goodREAD MORE,5
2829,SUPERREAD MORE,5
2830,Good qualityREAD MORE,4
2831,SuperREAD MORE,5
2832,One earphone was turned off within a monthREAD MORE,2
2833,It's GoodREAD MORE,5
2834,Very badREAD MORE,2
2835,Good produtREAD MORE,5
2836,GoodREAD MORE,5
2837,Really a good headphone for this budgetREAD MORE,5
2838,osmREAD MORE,5
2839,SuperREAD MORE,4
2840,Osm product super soundREAD MORE,5
2841,NiceREAD MORE,5
2842,Best productREAD MORE,5
2843,Very good battery backupREAD MORE,5
2844,Best oneREAD MORE,5
2845,"Very nice, boss effect excellent and battery is standing upto 6 hours for continues usageREAD MORE",5
2846,Very Nice produced I love itREAD MORE,5
2847,SuperREAD MORE,5
2848,Use the battery as much as you want from morning to eveningREAD MORE,5
2849,Bass is really high but I don't like it and they are tight in my ears even I can't listen anyone because of the tightness I feel some pain but these headphones are the best I can have super sound qualityREAD MORE,4
2850,After working for 25 days. This has stopped working.Now it is not even turning on.READ MORE,1
2851,wow Worth ProductREAD MORE,5
2852,Charging issue facing after 3 month earphone charger area get heated when you apply chargerREAD MORE,3
2853,Battery backup is poor not up to the markREAD MORE,2
2854,"Almost this is so bad product. sound quality is quite good but after 1 months using this is not working , single side or both side speaker is not working so bad product . And customer service is so bad . Dont buy ,READ MORE",1
2855,100 to 40% running more time but after 20% it will run only 10 minute with 5 reminderREAD MORE,4
2856,Very bad quality product of boatREAD MORE,1
2857,excellent battery backupREAD MORE,5
2858,Product quality low price better but clearly sound quality is mediumREAD MORE,3
2859,Nyc prodectREAD MORE,4
2860,AmazingREAD MORE,5
2861,"I buy this headset for all purpose like when i am working out, listening songs, watching movie and last for gaming and it's working pretty good. It depend's upon person to person choices everybody has their own opinion some person like more base some like decent bass. It's been a month and the headset working fine like the first day.One thing i like the most about boat is that if some issue comes up with this headset in this remaining 11 month of warranty so i can easily replace and directly ...READ MORE",5
2862,NiceREAD MORE,5
2863,This item is very bad 6 month period has been damaged.and flipcart said is not return policyREAD MORE,3
2864,This is garbage headphones I've ever used .batt low after after 2 match pubg even when you put more bass on the sound wil crack .in the box its nothing jus a garbage headphone wit no charger no extra airbud or whatever. Don't fall for this guys its a waste of moneyREAD MORE,1
2865,I m using for last six months it is a best productREAD MORE,5
2866,Good productREAD MORE,5
2867,Super sound qualityREAD MORE,5
2868,After 10days right speaker is not working. Replacement or warranty they didn't provide.. if any want to buy buy it own your riskREAD MORE,2
2869,Not work after 1 yearREAD MORE,1
2870,Nice productREAD MORE,5
2871,More disappointed with the item....after one month usage it is getting prob..not powering on...really waste of moneyREAD MORE,1
2872,Good productREAD MORE,4
2873,NiceREAD MORE,5
2874,This Is the best product in flipkart value of the money finally goodREAD MORE,5
2875,Best sound quality with bass.READ MORE,4
2876,Very good sound qualityREAD MORE,5
2877,OkREAD MORE,4
2878,Nice BassREAD MORE,5
2879,Good productREAD MORE,5
2880,Bass is osm Battery= Average connectivity= AverAgeREAD MORE,4
2881,Best qualityREAD MORE,5
2882,AwsomeREAD MORE,5
2883,Not goodREAD MORE,1
2884,good productREAD MORE,3
2885,Low chargingREAD MORE,1
2886,Good productREAD MORE,5
2887,Good qualityREAD MORE,5
2888,after purchase of 4 months the left one stops working   better to go with oher model or other brandREAD MORE,1
2889,Very good headsetREAD MORE,5
2890,Didn't like the design. Feels like I have another collar for my shirt.READ MORE,2
2891,Nice product & digeinREAD MORE,5
2892,Good productREAD MORE,5
2893,Very good performanceREAD MORE,5
2894,GoodREAD MORE,5
2895,Its an amazing bt headset. Go for it!READ MORE,4
2896,"Product is good , can be try ,but some time so much noisyREAD MORE",4
2897,GoodREAD MORE,5
2898,Best according to the budgetREAD MORE,5
2899,Good one.READ MORE,4
2900,GoodREAD MORE,5
2901,Fabulous product... I used it during traveling and jimming....  Have a try.  Nice sound and noise canceREAD MORE,5
2902,Bad quality of sound... Only bass is there!!very much disappointed!!READ MORE,2
2903,"Nice experience, I loved the bass,READ MORE",5
2904,"It’s good for who likes to hear songs with more bass and design is too good, weight less tooREAD MORE",5
2905,NiceREAD MORE,5
2906,ExcellentREAD MORE,5
2907,Awesome product..READ MORE,5
2908,It's better. But sound bettry power low.READ MORE,5
2909,Very nice productREAD MORE,5
2910,High class productBut 2nd time i purchase offline.  this product more cheaper then Flipkart price .READ MORE,5
2911,Really good in the budget. Battery would have been better.READ MORE,4
2912,BestREAD MORE,5
2913,Very good product .READ MORE,5
2914,To goodREAD MORE,4
2915,BestREAD MORE,5
2916,BestREAD MORE,5
2917,"Its good and awesome product seriously if i trust on something that is boat brand beacuse it is suitable and good from all the brands i compared those headset from noise , jbl and others but i love to go with boat even i have boat speaker, boat earphone , headset, airdopes. And all the product is good battery backup is good i love it i dont know why people spend their money on jbl or other brands when we the good quality product in budgetsREAD MORE",5
2918,Within 8 days  I had faced the trouble in this product I am completely dissapointed with this productREAD MORE,2
2919,"Lovely earphones🥰 love it,awesome soundBuy it now🤪READ MORE",5
2920,Dont buy this earphoneREAD MORE,1
2921,"Very bad product I purchased 20 days before and right now I'm facing charging issue and battery backup is very bad genuinely I'm telling uh don't waste ur money I also have realme band I'm using for last 6 months that is working very well ,very bad experience about boat I were not expecting that from boat this type of products break customers trust very disgusting. ❌READ MORE",1
2922,NiceREAD MORE,4
2923,8 months use cheythappol thanne right side adich poy... Ethu enthoottu myraaaaREAD MORE,4
2924,Nice 👌👌👌READ MORE,5
2925,SuperREAD MORE,5
2926,Very good soundREAD MORE,5
2927,One side not working properlyREAD MORE,1
2928,Owsam procuct must Buy ❤❤READ MORE,5
2929,Very very waste productsREAD MORE,1
2930,GoodREAD MORE,5
2931,"After using 15 Days it is working fine, battery backup is good, bass is good tooREAD MORE",4
2932,GoodREAD MORE,5
2933,Very Nice Bluetooth headsetREAD MORE,4
2934,"Not bad ,nice productREAD MORE",5
2935,👍👍 goodREAD MORE,5
2936,SupperREAD MORE,5
2937,Supper sound bassREAD MORE,5
2938,Very good prod...READ MORE,5
2939,Not use for outdoorREAD MORE,3
2940,Nice product must buy....READ MORE,5
2941,Great sound.. Just as mentioned in the disruption.READ MORE,5
2942,Wire quality and charging point cover's quality is so bad. Loved the sound but with broken wire you can't hear nothing.READ MORE,3
2943,Damage material.READ MORE,1
2944,Not A good purchase...in 4 months it stopped working and i was amazed to see everyone at service center with same complaint.. Don't buy..however i got my product replaced but without box..seems an old one... Don't buyREAD MORE,1
2945,Nice productsREAD MORE,5
2946,Awesome Product ...! Sound Quality.❤️❤️...!Don’t Take a time Just Buy is..😍😇Thank You Flipkart...!😘READ MORE,5
2947,Not good productsREAD MORE,1
2948,Awesome product and quality of sound is amazing.READ MORE,5
2949,Worst sound..... No clear sound.... Wastage of moneyREAD MORE,1
2950,Superb product...big fan of boat...READ MORE,5
2951,Build quality is good....Sound is decent...Overall goodREAD MORE,5
2952,GoodREAD MORE,3
2953,Super baseREAD MORE,5
2954,Excellent sound of musicREAD MORE,5
2955,"Sound quality is excellentBattery back up fabulous , you can hear music uninterrupted for more than 8 hrsIt's a must buy productREAD MORE",5
2956,Good product worth money but I think the charging port cover should   be of a bit good quality 🤗🤗😉😉READ MORE,5
2957,"Excellent product, Timely DeliveredREAD MORE",5
2958,SuperREAD MORE,4
2959,Audio and bass really good. worth to mention that even if you put it on you could hear outside noise. Build quality really good. What is not good is battery. Battery level keep showing 80% even if it is less than it. you will get battery low notification at somewhere around actual level 20% but what you will see is 80%. which is a bug and irritating.READ MORE,3
2960,After the use of 8 months the sound of the both side has muted. Bad experienceREAD MORE,1
2961,very nice productREAD MORE,5
2962,Fully satisfiedREAD MORE,5
2963,WasteREAD MORE,1
2964,Bekar product..... Don’t buy anything from flipkartREAD MORE,1
2965,Very goodREAD MORE,5
2966,One side mic not work ofter 10 dayREAD MORE,1
2967,Epic product .. when I get My product I thought this is worst but after the using this Boat headset epic yrr it was great expert with BoatREAD MORE,5
2968,Sound quality is good.. battery up to 6 hrsREAD MORE,3
2969,Just Wow...Nice and best productsI used thisI gave reviews after 15 days of used...READ MORE,5
2970,"Such a bad Product. It is nit connecting to phone properly even it is fully charged......If it get connected, the headset is disconnecting frequently and not able to speak properly....no quality for this and waste of money....READ MORE",1
2971,GoodREAD MORE,3
2972,WaistREAD MORE,3
2973,"Very nice bass,sound quality and long time charging capacityREAD MORE",5
2974,Can't use for long hour ..some irritating sound is there in minute...have a good bass and sound quality .average productREAD MORE,2
2975,Disconnecting frequently.READ MORE,3
2976,"Simply awesome in this range.,READ MORE",5
2977,"Worthy product... Easy to use... Clear sound on incoming calls, awesome experience in music or videos sound.. design is also comfortable. Battery backup is much better, if I charge it for 1 hour 8 can use it for full day even long chat, movies. It's a better product.  Makes many things easy. Even today I can not think to work without it for a single day.READ MORE",5
2978,Good productREAD MORE,5
2979,Very nice products... It's good..READ MORE,4
2980,Super..lover it. RecommendedREAD MORE,5
2981,Sound quality is really good .But it's bass is average  I bought it in 999.At this price it is bestREAD MORE,4
2982,OsmREAD MORE,5
2983,"The earbuds are little bulky, doesn't fit my ears properly.Everything else is perfect in this headset for this budget range.READ MORE",4
2984,FantasticREAD MORE,5
2985,Osm products.... I loving this..... And I am so happy 🙂🙂READ MORE,4
2986,This product is very bad and battery  beckup  bad call bad and range bad And flipkart services very badREAD MORE,1
2987,Good quality & thank you flipkartREAD MORE,5
2988,Good battery backupREAD MORE,5
2989,Battery was good at first few weeks afterwards it can't last 30mins of playing songs on full charge.READ MORE,2
2990,Nice quality i like itREAD MORE,4
2991,I HAD GOT THIS PRODUCT ON 15 JUNE AND TODAY ITS 20 JULY AND IT IS NOT RESPONDING I AM NOT SATISFIED BY THIS PRODUCT.READ MORE,1
2992,NycREAD MORE,5
2993,Bad product after 6 months it is not workingREAD MORE,2
2994,AwesomeREAD MORE,5
2995,Bad Quality Sound quality became  low after 1 monthREAD MORE,2
2996,Good qualityREAD MORE,5
2997,This is really awesome high quality product.it deserve more then five stars infact.READ MORE,5
2998,Nice battery backup and sound quality also great 👍READ MORE,5
2999,It's faulty piece received. And company not exchange or return my delivery product.. such a shameless think .READ MORE,1
3000,Best in priceREAD MORE,4
3001,Defected oneREAD MORE,1
3002,"I bought this 1099INR, sound quality was good, build design is fine. I don't know what to write, nothing much  to write reviewREAD MORE",4
3003,Osm ..Nice..Good Battery lifeREAD MORE,4
3004,"Awesome product.Its Design,bass,sound quality,are really fabulous..Listening music in boat rockerz will take me into my own world of music..READ MORE",5
3005,Waste qualityREAD MORE,1
3006,This  is very good product and sound quality are very good 👌👌👌👌READ MORE,5
3007,As per specificationsREAD MORE,4
3008,Not badREAD MORE,3
3009,Nice.......READ MORE,5
3010,Every thing is good but connectivity fecility is not good plz improve it.READ MORE,5
3011,I am not able to give minus rating thats y i gave 1Pls selet wired one or choose another productI loved boAt sound pieces but this was worst of all.. If possible then pls avoid thisREAD MORE,1
3012,warranty / boat customer care and replacement iss too poor...and also change model.....just disgusting boat customers careREAD MORE,2
3013,For bass loverREAD MORE,5
3014,This earphone doesn't connect with laptopREAD MORE,1
3015,"Okay okay.,..vibration module is missingREAD MORE",5
3016,"Useless, bad quality. Magnets are not working and sound cracking. **** fraudREAD MORE",1
3017,Very bad damaged conditions availableREAD MORE,1
3018,Low bandwidth Continuous disconnectedREAD MORE,1
3019,Very bad experience. Seems to be copy of boat rockers. Pirated piece. Sound quality is very very poor. Ear buds are missing and guy rejected to take rh return.. waste of money totally. Don't buy ever guysREAD MORE,1
3020,Quality is just awesome.Without any second thought go for it 👍🏻👍🏻READ MORE,5
3021,Bass Suprd ; sounds quality 100% hai  10din se use kAr Ra raha hu 😍❤️ LovethisproductREAD MORE,5
3022,NiceREAD MORE,4
3023,GoodREAD MORE,4
3024,ExcellentREAD MORE,5
3025,Delivery boy is very goodREAD MORE,3
3026,Good sound quality. But after Using 5 months it's sound quality goes down and not good. But thanks to 1 yeay Warranty period it's will be replaced.READ MORE,5
3027,"The earphone is okay. It has decent sound, bluetooth range and battery life.READ MORE",5
3028,Awesome productREAD MORE,5
3029,Good sound quality.. worthableREAD MORE,4
3030,Heavy NoiceREAD MORE,4
3031,Massive productREAD MORE,5
3032,I have facing some issue with connecting bluetooth its automatic getting disconnect some timeREAD MORE,2
3033,Solid product as per price I have taken for 999.READ MORE,5
3034,BadREAD MORE,1
3035,Nice productREAD MORE,4
3036,GoodREAD MORE,4
3037,Affordable ! But sound quality isn't good .READ MORE,5
3038,After 6 months damageREAD MORE,1
3039,"Battery duration is very low than expecting.., feel pain after 20 mins of usage.READ MORE",1
3040,Good qualityREAD MORE,5
3041,Used Samsung Level n not Happy Good Quality n nice packaging Boat Quality ProductREAD MORE,4
3042,Bluetooth disconnected some timeREAD MORE,4
3043,Price is affordableREAD MORE,5
3044,Awesome product....READ MORE,5
3045,Awesome product....READ MORE,5
3046,GoodREAD MORE,5
3047,Cost effective and as expectedREAD MORE,5
3048,Colour very dall it's very badREAD MORE,1
3049,Range is very bad. This is very bad.READ MORE,1
3050,Ok but battery isn't little bit more powerfulREAD MORE,4
3051,Cheap and best supper 👌READ MORE,4
3052,Very good material but the issue with only battery backup.. It maximum comes with 6 to 7 hours onlyREAD MORE,4
3053,Its not working after 14days. Worst products.READ MORE,1
3054,Awesome product  Love you flipkart.READ MORE,5
3055,"I was very happy with the outer packaging from flipkart but when I opened the main boat box..it was filled with scratches and was scribbled.The product has nice sound n bassBut one issue is very confusing and serious When ever my headphone has 60% battery left, it automatically turns 20% after an hour. Then I again have to keep it for charging for atleast 2hrs.Overall nice product. Only charging issue is thereREAD MORE",4
3056,Nice   boat Bluetooth 👌READ MORE,5
3057,This is an osm product at this priceREAD MORE,5
3058,Awesome headsetREAD MORE,5
3059,Very goodREAD MORE,5
3060,very poor piece left bud is not workingREAD MORE,1
3061,Really it is super but when i am in bike driving that time headphones gone. So change the neck design.READ MORE,4
3062,Discomfort at highest levelREAD MORE,1
3063,Sound quality  is average.  It disconnects automatically while incoming calls .... material quality is also not good .....dont buy itREAD MORE,2
3064,Good headphones in this price .this is very comfortable and sound level is too good.....READ MORE,5
3065,Excellent to Use  for Song And Adio voice very clearedREAD MORE,5
3066,Nice productREAD MORE,5
3067,"Received default item,READ MORE",1
3068,"6 hour backup only at new purchased device it should be at least 12 hour, i have boat rockerz headphoneREAD MORE",4
3069,Better to go with other.READ MORE,4
3070,Good ear phone at 999 satisfied with FlipkartREAD MORE,5
3071,ExcellentREAD MORE,5
3072,fineREAD MORE,5
3073,It was Not in working ConditionREAD MORE,1
3074,Within 15 days one side ear phone stopped working Service very slowREAD MORE,1
3075,I have use good itam.READ MORE,5
3076,"Super baas, sound quality. Is. SuperREAD MORE",4
3077,Too good this is my second purchase.READ MORE,5
3078,It's awesome 😍READ MORE,4
3079,AwesomeREAD MORE,5
3080,OsmREAD MORE,5
3081,Superb bass excellent product good quality sound i love thisREAD MORE,5
3082,Positive : Super sound quality.. Good to use..Cons : consume more battery from phone..READ MORE,5
3083,AwesomeREAD MORE,5
3084,"Value for money. Deep bass. Sound quality is Good.But Bluetooth range is low, Flipkart packing better.👌😊READ MORE",5
3085,Some how good  product but as per name of boAt product is not feat.READ MORE,3
3086,NiceREAD MORE,4
3087,Nice product of boat rock 225fREAD MORE,4
3088,I loved itREAD MORE,5
3089,NiceREAD MORE,5
3090,Very nice proudctREAD MORE,5
3091,None other product gives the quality product like this.in this Price. Very happy.. And thanks to my friend Anand who has suggested.. Wonderful go for itREAD MORE,5
3092,"After three months of usage only 2 hrs battery backup achieving,even after full charge.you can buy it for short time usageREAD MORE",1
3093,"It's really osm product and thanks to flipkart...,🤗😊🤗READ MORE",5
3094,Not very good.... there disturbance in between... Especially echoREAD MORE,2
3095,Superb quality just buy it ❤️READ MORE,5
3096,Sound quality is superb. Battery backup is the only issue otherwise it's a good purchaseREAD MORE,3
3097,base was excellent👌👌👌READ MORE,5
3098,It's good but battery suddenly drain 40% to 20% and after that switch off in minutes what is the problemREAD MORE,3
3099,comfortable nowREAD MORE,3
3100,super productREAD MORE,3
3101,best sound  and good better lifeREAD MORE,5
3102,Not ergonomic and no voice cancellationREAD MORE,2
3103,Better thn UbonREAD MORE,5
3104,Bad product don't purchase it is very badREAD MORE,1
3105,Perfect oneREAD MORE,4
3106,Sound quality is good. Battery backup is not good. It is   coming 3hr only. Facing some connectivity issues while talking ph. Multiple times I did disconnect and reconnect while taking phone.READ MORE,2
3107,Good sound and bass.READ MORE,4
3108,"Noise reduction is not there,,,other person hear hissy sound while talking...not worthy according to priceREAD MORE",2
3109,Battery problemREAD MORE,1
3110,Wow! Nice sound 👌 I like it ...READ MORE,4
3111,bought it for 3rd time.... happy with the product..READ MORE,5
3112,👎WorstREAD MORE,1
3113,Bass is at lower.. But I loved itREAD MORE,4
3114,"Oh I love it , hot this at price 1199....and ..awesome battery backup...You can't expect loud bass like dj...But over all it's fantastic...READ MORE",4
3115,Nice productREAD MORE,4
3116,Nice productGood soundBut battery backup need to be improvedREAD MORE,4
3117,I like headphone but I hate the package filpkart should support 2 year I am  happy with filpkartREAD MORE,5
3118,Nice SoundsREAD MORE,5
3119,Okay so I ordered this product on 16th and I get this on 17th I just loved the delivery service...Now about the product-The product material is okay.. but the sound and the bass is not upto the mark as per the brand I expect better...but I'm disappointed with the sound...the battery backup is okay as per there description...READ MORE,4
3120,NYC productREAD MORE,5
3121,After 6 month one side not hear it..READ MORE,3
3122,Sound quality is supperREAD MORE,5
3123,"Sound, design and connectivity is good but battery is just about average.READ MORE",4
3124,Nice product.READ MORE,5
3125,I am reviewing this product after one year. It was working good for first eleven months. on the twelfth month I had some issues with left side .left side was not working.i claimed my warrenty and I received a NEW boat rockers.So you can buy boat without any doubt.thank you BOATREAD MORE,5
3126,It is such a nice & i m using this since June good very good product & useful...READ MORE,4
3127,Excellent productREAD MORE,5
3128,I took this product 3 months ago now it's not catching speaker voice..READ MORE,2
3129,Overall good but not much bassREAD MORE,4
